"output" "labor" "capital" "province" "ownership" "industry" "list"
38000 2580 37100 22 3 5 0
93250 2584 39716 15 5 12 0
15000 2600 5500 21 3 14 0
20000 2600 40001 30 3 3 0
27746 2600 26016 21 3 19 0
77000 2600 69000 21 3 18 0
102150 2600 50000 9 3 5 0
180170 2608 120051 21 5 3 0
82420 2614 67313 3 3 19 0
17062 2616 16817 21 3 12 0
23779 2629 45431 21 3 4 0
253202 2640 161152 29 3 10 0
58202 2650 70879 22 3 17 0
102574 2652 183001 26 3 29 0
29476 2670 78082 29 3 21 0
145000 2692 580000 22 3 5 0
43097 2700 30756 29 3 19 0
105730 2700 95200 25 2 29 0
259374 2700 319850 29 3 20 0
86019 2757 180107 28 3 5 0
127882 2778 187222 15 5 3 0
21184 2800 50374 18 3 1 0
22100 2800 19224 21 5 19 0
22368 2800 18321 15 2 12 0
32762 2800 67348 15 3 29 0
38000 2800 280000 15 3 16 0
45928 2800 17805 24 3 21 0
79854 2808 109811 29 5 7 0
70101 2810 29883 21 3 18 0
62140 2829 79040 15 1 7 0
32968 2833 22021 5 3 19 0
57070 2850 29123 21 3 19 0
62001 2850 28001 15 3 21 0
109601 2854 84213 29 2 12 1
36919 2857 45674 29 2 26 0
106501 2880 56281 24 3 10 0
241658 2883 205182 29 3 12 0
22108 2885 32810 12 3 14 0
101282 2892 113415 29 2 29 0
183260 2892 57667 29 3 12 0
51703 2900 43892 29 2 15 0
71366 2900 83606 29 3 12 0
21198 2902 21955 21 3 12 0
41134 2919 88902 29 3 29 0
50181 2931 54723 29 3 12 0
128028 2932 129087 29 2 8 0
104390 2944 157886 5 5 7 0
31558 2950 33129 15 2 8 0
56523 2965 52746 28 3 5 0
49413 2969 39648 29 3 3 0
252775 2970 177111 15 2 3 1
114189 2980 91542 29 2 7 0
21646 3000 21951 21 2 25 0
24926 3000 36065 30 6 29 0
25961 3000 62791 18 3 19 0
26948 3000 19752 10 5 12 0
40000 3000 41000 21 3 19 0
41070 3000 52097 6 5 27 0
48419 3000 36569 15 3 12 0
50007 3000 50000 21 6 12 0
51600 3000 45000 19 3 8 0
54305 3000 54356 3 3 14 0
67836 3000 33911 15 2 7 0
82504 3000 64491 30 3 5 0
91455 3000 26257 15 3 12 0
101000 3000 1e+05 21 3 18 0
123000 3000 105000 15 3 7 0
556285 3000 197725 15 2 29 0
255700 3001 151001 29 3 21 0
41025 3026 51273 25 2 29 0
100660 3050 88755 15 4 12 0
131025 3051 266555 29 3 3 0
94413 3080 111655 21 2 27 0
105824 3081 118061 29 2 29 1
12000 3100 32761 27 3 17 0
15961 3100 2330 29 3 8 0
32468 3100 80857 21 3 12 0
50270 3100 99705 15 3 29 1
65387 3100 300640 13 3 29 1
127949 3100 123145 29 2 28 1
136992 3100 71658 29 2 12 0
48327 3106 13851 5 4 25 0
51921 3110 53556 6 3 19 0
153001 3120 76194 17 3 7 0
78309 3128 19789 25 2 19 0
51686 3131 39686 29 5 13 0
30484 3132 75228 11 2 7 0
26116 3168 32215 25 3 29 0
70600 3178 23930 6 3 17 0
15001 3200 11001 21 5 12 0
27018 3200 5530 29 3 22 0
42739 3200 11998 29 3 8 0
81000 3200 54001 29 2 12 0
84325 3200 108094 29 3 29 0
100605 3208 35819 29 3 12 0
119506 3248 92564 29 2 3 0
37010 3250 18670 21 2 8 0
285340 3250 335000 15 2 20 1
25672 3289 20444 10 2 12 0
143315 3296 65204 15 3 21 0
110760 3297 53978 29 3 12 0
16001 3300 56001 28 2 8 0
57994 3300 40722 30 3 28 0
172305 3310 441345 15 5 3 1
180568 3314 148251 29 2 29 1
16497 3328 9581 4 3 8 0
26082 3352 41655 29 2 7 0
55123 3385 60036 30 2 28 0
537209 3388 2348342 8 5 10 0
15500 3400 26924 29 5 8 0
16026 3400 16852 30 3 10 0
29200 3400 62915 3 3 14 0
60002 3400 128261 2 2 23 1
69349 3400 79994 24 4 3 0
94229 3400 234402 22 3 5 0
47931 3420 54761 24 3 25 0
173544 3420 206117 29 6 4 0
13001 3500 5853 4 2 8 0
18001 3500 55001 28 3 29 0
20117 3500 28528 25 3 8 0
21500 3500 25000 21 4 19 0
23000 3500 16000 15 3 8 0
26500 3500 15500 15 3 27 0
29935 3500 25263 15 5 12 0
36832 3500 20110 15 3 7 0
37526 3500 48058 29 2 3 0
42431 3500 46028 29 3 21 0
50001 3500 13742 4 3 17 0
68396 3500 30115 29 1 3 0
75000 3500 70387 17 2 1 0
95890 3500 249252 6 2 3 1
123176 3500 213500 15 2 12 0
180500 3500 106525 10 3 5 0
74989 3511 78872 29 2 12 0
218904 3511 422261 29 2 3 0
182005 3520 69912 15 2 12 0
122472 3525 274848 18 2 25 0
163516 3569 170939 21 3 3 0
82482 3576 56596 3 3 19 0
40185 3580 53074 10 2 12 0
546074 3589 288946 15 2 18 1
80001 3600 65001 21 3 14 0
121977 3604 367854 16 3 29 0
150229 3608 235082 15 2 5 0
62086 3611 23930 15 5 8 0
68963 3624 66340 15 2 12 0
61200 3649 188534 30 3 4 0
135000 3682 3e+05 13 3 5 0
230121 3700 178169 29 2 18 1
35637 3800 43485 29 3 12 0
56200 3800 39000 15 2 12 0
65455 3800 54924 24 3 3 0
79939 3800 29714 29 2 12 0
85660 3800 75850 26 1 5 0
100698 3800 754390 29 3 8 0
145385 3800 48033 29 3 3 0
366000 3800 410000 15 2 5 0
120736 3812 71858 21 3 21 0
21300 3820 18000 22 1 8 0
42086 3850 38683 15 2 3 0
81423 3850 66587 15 3 5 0
31680 3893 16653 29 5 17 0
53596 3900 52833 21 3 5 0
20471 3924 17946 15 3 12 0
61366 3925 49602 29 4 27 0
355319 3946 259583 30 3 28 0
116204 3950 1e+05 9 3 5 0
31740 3960 22500 3 3 17 0
61783 4000 38057 29 3 12 0
92825 4000 48771 29 5 27 0
224059 4000 115201 5 3 14 0
59412 4061 66944 29 5 8 0
42802 4084 290563 14 5 25 1
93298 4098 147764 15 5 12 1
41928 4100 47187 29 5 4 0
103000 4100 54000 21 3 19 0
120000 4100 118589 22 2 5 0
95388 4107 94208 29 3 3 0
208801 4150 268057 13 3 21 1
161370 4169 140551 29 2 10 0
182658 4180 138082 29 2 12 0
201053 4194 159721 15 3 12 0
24938 4200 45001 3 3 27 0
64531 4200 75714 15 3 16 0
98100 4200 59670 22 4 5 0
110000 4200 55000 24 3 12 0
153259 4230 115489 29 2 16 1
616512 4289 155327 25 5 19 1
39071 4295 44160 29 3 8 0
80307 4318 314547 25 2 29 1
191863 4377 508823 29 3 27 0
458000 4398 236431 30 3 10 0
55916 4500 52988 25 3 16 0
89155 4500 302747 10 2 3 1
158000 4500 230000 15 2 7 0
334764 4500 283770 9 3 5 0
124385 4553 268591 25 3 29 0
120004 4600 250636 22 1 5 1
422837 4600 485600 23 2 23 1
68546 4610 72226 24 3 3 0
443634 4647 396240 15 1 5 0
128870 4650 112301 29 2 12 0
177157 4692 101690 29 3 7 0
1018918 4718 666131 29 2 19 0
217300 4730 96000 16 3 25 0
55950 4780 75300 29 3 12 0
12001 4800 54001 4 3 29 0
82600 4800 12500 15 2 21 0
84893 4800 53004 15 3 12 0
103868 4800 38444 29 3 12 0
534570 4819 476000 15 2 5 0
235783 4850 60723 29 3 3 0
182581 4863 201856 29 2 12 0
667029 4918 533864 15 5 12 1
225260 4931 427857 26 2 25 1
339429 4958 50257 22 2 10 0
99300 4960 58420 29 2 21 0
26579 4965 152493 2 2 9 0
15000 5000 109329 15 2 17 0
50000 5000 20000 29 3 8 0
50036 5000 31564 15 2 12 0
70000 5000 45000 15 2 12 0
115815 5000 265733 22 2 17 0
150069 5000 131365 18 4 12 0
160000 5000 290000 5 3 16 1
356923 5000 480000 29 2 29 0
481209 5000 379626 15 2 3 0
520000 5000 1450000 17 2 7 0
113356 5001 115783 21 3 12 0
124001 5001 120247 29 2 29 0
87873 5006 140778 17 3 7 0
104747 5006 248811 29 2 29 0
130614 5010 163904 21 4 19 0
372060 5128 1130610 25 6 29 1
84227 5200 69716 21 2 12 0
1e+05 5200 40000 21 3 14 0
222637 5200 148981 29 3 12 0
150551 5245 59729 29 3 22 0
100012 5300 69000 15 2 21 0
81000 5315 100526 29 2 25 0
258173 5400 351350 22 3 5 0
43976 5453 52389 21 2 12 0
233000 5500 43000 21 5 10 0
33868 5503 10108 29 4 22 0
152923 5507 70603 15 3 16 0
76155 5600 33178 21 5 14 0
179752 5600 74382 15 3 10 1
31707 5611 51639 9 5 12 0
149850 5675 150798 15 5 3 0
52500 5700 94000 21 3 12 0
218618 5860 94363 29 2 29 0
108709 5868 74549 25 3 25 0
127565 5900 174601 11 5 3 1
25828 5928 15948 10 2 22 0
14000 6000 18673 29 3 12 0
41000 6000 36498 21 3 12 0
64478 6000 111841 29 3 12 0
88162 6000 33685 9 3 19 0
103476 6000 3e+05 15 2 29 0
291667 6000 103400 15 2 8 0
160280 6260 20283 29 5 8 0
108008 6300 138200 15 3 21 0
276731 6309 221837 21 2 29 1
90041 6323 111386 25 3 18 0
165313 6326 40383 15 3 12 0
143134 6356 177378 3 2 12 0
179365 6400 105838 29 3 28 0
629933 6428 402627 18 2 19 0
250001 6500 140000 9 3 2 0
976000 6500 308000 24 2 17 0
287413 6618 311287 21 2 27 0
367886 6734 118376 29 5 12 0
243024 6737 208856 17 5 10 0
207234 6800 35187 15 1 8 0
98065 6965 181441 29 3 8 0
561519 6974 210000 29 2 12 0
40451 6987 16780 29 2 8 0
75000 7001 41000 21 2 19 0
27930 7500 49700 25 2 12 0
16005 7600 11597 30 5 8 0
695632 7832 291462 5 2 20 0
84473 7860 309878 4 1 19 0
673506 7911 648149 29 2 26 0
58343 8000 160001 17 3 7 0
87800 8000 2e+05 2 3 9 0
539000 8005 144000 21 5 19 1
29996 8019 29442 3 2 19 0
870167 8200 150887 29 3 3 0
207929 8241 184445 29 2 12 0
270000 8500 84000 21 3 21 0
178485 8564 452277 5 2 25 1
362186 8858 128921 29 3 3 0
141883 8931 266263 29 2 12 0
359700 8936 250000 29 2 12 0
651199 8958 376016 15 5 3 0
182858 9057 357070 24 4 12 0
301600 9184 730809 9 2 2 1
366781 9302 423534 17 3 5 0
222982 9446 175830 15 1 12 0
250000 9500 125000 17 2 16 0
96943 9600 61476 21 2 14 0
20860 9800 15850 21 4 12 0
352627 9849 424458 9 3 5 0
105074 9940 104798 29 5 21 1
380000 10000 506000 24 2 5 0
27400 10100 37743 16 3 12 0
81963 10100 150243 22 3 2 0
512291 10145 532713 22 2 5 0
76050 10180 38109 15 2 8 0
266322 10600 818902 5 3 25 0
2040198 10645 2022338 15 2 5 0
909059 10920 1078547 15 2 5 1
856546 11256 455834 29 3 3 0
111871 12000 557353 25 2 4 1
324251 12736 176084 15 3 16 0
70038 12800 350030 29 2 3 0
2011045 12834 3788251 11 2 29 0
461857 13000 492029 16 2 5 0
1010675 13000 308358 29 2 3 0
124025 13098 125851 15 2 16 0
292147 13299 385798 25 3 18 0
607806 13400 405868 15 5 29 1
219701 13661 68718 29 2 8 0
76000 14000 43234 29 3 12 0
527204 14000 485229 26 3 17 0
472662 14169 645113 25 3 19 1
972862 14200 366822 29 2 3 0
1793674 15000 371044 15 2 20 1
172222 15987 152991 21 2 19 0
402765 16000 300001 9 2 19 0
623326 16000 392400 15 3 19 0
390675 16500 443645 29 2 8 0
114549 18000 47412 30 3 29 0
862517 18000 184659 29 2 3 0
4033096 18500 1790762 2 2 23 0
1011964 19304 1018728 29 5 12 1
588880 20000 583570 24 3 13 0
943758 23276 1086661 27 3 29 0
478076 24187 299348 29 2 8 0
821138 26500 652278 24 3 29 1
1231247 26500 215342 15 2 17 0
709298 28152 654605 15 5 12 1
1521183 31731 1283386 29 5 10 0
2696921 34081 3683504 24 2 29 0
353760 45520 12040 18 3 17 0
1202001 50679 1299001 29 5 20 0
1564435 51034 1402533 29 2 4 0
1520101 54085 681211 15 2 8 1
